Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2016-17,2017-18,2018-19,2019-20,2020-21,Source document,Source table,URL
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 1: Provide high quality policy advice and support to the Prime Minister, the Cabinet, Portfolio Ministers and Assistant Ministers including through the coordination of government activities, policy development and program delivery.",Program 1.1: Prime Minister and Cabinet,Administered Expenses,"Services for Other Entities and
  Trust Moneys ",,140,0,0,0,0,2017-18 PBS - PM&C tables.xlsx,Table 2.1.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 1: Provide high quality policy advice and support to the Prime Minister, the Cabinet, Portfolio Ministers and Assistant Ministers including through the coordination of government activities, policy development and program delivery.",Program 1.1: Prime Minister and Cabinet,Administered Expenses,Expenses not requiring appropriation in the budget year,,131,131,144,144,144,2017-18 PBS - PM&C tables.xlsx,Table 2.1.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 1: Provide high quality policy advice and support to the Prime Minister, the Cabinet, Portfolio Ministers and Assistant Ministers including through the coordination of government activities, policy development and program delivery.",Program 1.1: Prime Minister and Cabinet,Departmental Expenses,Departmental appropriation,,129657,180311,125995,123368,110964,2017-18 PBS - PM&C tables.xlsx,Table 2.1.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 1: Provide high quality policy advice and support to the Prime Minister, the Cabinet, Portfolio Ministers and Assistant Ministers including through the coordination of government activities, policy development and program delivery.",Program 1.1: Prime Minister and Cabinet,Departmental Expenses,s74 retained revenue receipts,,3206,3206,3206,3206,3206,2017-18 PBS - PM&C tables.xlsx,Table 2.1.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 1: Provide high quality policy advice and support to the Prime Minister, the Cabinet, Portfolio Ministers and Assistant Ministers including through the coordination of government activities, policy development and program delivery.",Program 1.1: Prime Minister and Cabinet,Departmental Expenses,Expenses not requiring appropriation in the budget year,,13837,5734,6563,7598,8043,2017-18 PBS - PM&C tables.xlsx,Table 2.1.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 2:  Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programs, and through measures that recognise the special place that Indigenous people hold in this Nation.","Program 2.1: Jobs, Land and Economy",Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,700765,684286,641392,670920,679881,2017-18 PBS - PM&C tables.xlsx,Table 2.2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 2:  Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programs, and through measures that recognise the special place that Indigenous people hold in this Nation.","Program 2.1: Jobs, Land and Economy",Administered Expenses,Special appropriations,"Aboriginal Land Rights
  (Northern Territory) Act 1976",170277,151802,144941,146634,148325,2017-18 PBS - PM&C tables.xlsx,Table 2.2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 2:  Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programs, and through measures that recognise the special place that Indigenous people hold in this Nation.","Program 2.1: Jobs, Land and Economy",Administered Expenses,Aboriginals Benefit Account,,983,998,1013,1028,1028,2017-18 PBS - PM&C tables.xlsx,Table 2.2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 2:  Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programs, and through measures that recognise the special place that Indigenous people hold in this Nation.","Program 2.1: Jobs, Land and Economy",Administered Expenses,Special account,"Aboriginal and Torres Strait
  Islander Land Account",51823,52706,53710,54892,56102,2017-18 PBS - PM&C tables.xlsx,Table 2.2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 2:  Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programs, and through measures that recognise the special place that Indigenous people hold in this Nation.","Program 2.1: Jobs, Land and Economy",Administered Expenses,Aboriginals Benefit Account,,172543,154113,147303,149050,150801,2017-18 PBS - PM&C tables.xlsx,Table 2.2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 2:  Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programs, and through measures that recognise the special place that Indigenous people hold in this Nation.","Program 2.1: Jobs, Land and Economy",Administered Expenses,Payments to corporate entities,,19758,19061,18511,18204,18243,2017-18 PBS - PM&C tables.xlsx,Table 2.2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 2:  Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programs, and through measures that recognise the special place that Indigenous people hold in this Nation.","Program 2.1: Jobs, Land and Economy",Administered expenses,Special account,Less expenses made from appropriations credited to special accounts,-170277,-151802,-144941,-146634,-148325,2017-18 PBS - PM&C tables.xlsx,Table 2.2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 2:  Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programs, and through measures that recognise the special place that Indigenous people hold in this Nation.",Program 2.2: Children and Schooling,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,215264,210014,210963,217800,220868,2017-18 PBS - PM&C tables.xlsx,Table 2.2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 2:  Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programs, and through measures that recognise the special place that Indigenous people hold in this Nation.",Program 2.2: Children and Schooling,Administered Expenses,Other services (Appropriation Bill No. 2),,7648,7762,6536,4779,3609,2017-18 PBS - PM&C tables.xlsx,Table 2.2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 2:  Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programs, and through measures that recognise the special place that Indigenous people hold in this Nation.",Program 2.2: Children and Schooling,Administered Expenses,Special appropriations,"Higher Education Support
  Act 2003",62013,67979,69101,70484,72000,2017-18 PBS - PM&C tables.xlsx,Table 2.2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 2:  Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programs, and through measures that recognise the special place that Indigenous people hold in this Nation.",Program 2.2: Children and Schooling,Administered Expenses,Special account,"Aboriginal Tutorial Assistance
  Superannuation Scheme",0,0,0,0,0,2017-18 PBS - PM&C tables.xlsx,Table 2.2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 2:  Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programs, and through measures that recognise the special place that Indigenous people hold in this Nation.",Program 2.3: Safety and Wellbeing,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,259647,264620,245311,242203,259033,2017-18 PBS - PM&C tables.xlsx,Table 2.2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 2:  Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programs, and through measures that recognise the special place that Indigenous people hold in this Nation.",Program 2.3: Safety and Wellbeing,Administered Expenses,Payments to corporate entities,,37075,36563,36323,36459,36562,2017-18 PBS - PM&C tables.xlsx,Table 2.2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 2:  Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programs, and through measures that recognise the special place that Indigenous people hold in this Nation.",Program 2.4: Culture and Capability,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,58196,47442,48396,49921,50625,2017-18 PBS - PM&C tables.xlsx,Table 2.2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 2:  Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programs, and through measures that recognise the special place that Indigenous people hold in this Nation.",Program 2.5: Remote Australia Strategies,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,50100,53305,51975,53611,54367,2017-18 PBS - PM&C tables.xlsx,Table 2.2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 2:  Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programs, and through measures that recognise the special place that Indigenous people hold in this Nation.",Program 2.5: Remote Australia Strategies,Administered Expenses,Special account,Indigenous Remote Services Delivery,4681,0,0,0,0,2017-18 PBS - PM&C tables.xlsx,Table 2.2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 2:  Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programs, and through measures that recognise the special place that Indigenous people hold in this Nation.",Program 2.5: Remote Australia Strategies,Administered Expenses,Payments to corporate entities,,35919,36056,35883,35965,36194,2017-18 PBS - PM&C tables.xlsx,Table 2.2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 2:  Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programs, and through measures that recognise the special place that Indigenous people hold in this Nation.",Program 2.6: Research and Evaluation,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,0,13000,15000,12000,10000,2017-18 PBS - PM&C tables.xlsx,Table 2.2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 2:  Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programs, and through measures that recognise the special place that Indigenous people hold in this Nation.",Program 2.7: Program Support,Departmental Expenses,Departmental appropriation,,276716,258376,255155,253050,254277,2017-18 PBS - PM&C tables.xlsx,Table 2.2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 2:  Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programs, and through measures that recognise the special place that Indigenous people hold in this Nation.",Program 2.7: Program Support,Departmental Expenses,s74 retained revenue receipts,,7462,6055,6034,6013,7462,2017-18 PBS - PM&C tables.xlsx,Table 2.2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Prime Minister and Cabinet,"Outcome 2:  Improve results for Indigenous Australians including in relation to school attendance, employment and community safety, through delivering services and programs, and through measures that recognise the special place that Indigenous people hold in this Nation.",Program 2.7: Program Support,Departmental Expenses,Expenses not requiring appropriation in the budget year,,3925,9151,12662,15165,17916,2017-18 PBS - PM&C tables.xlsx,Table 2.2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Torres Strait Regional Authority,"Outcome 1: Progress towards Closing the Gap for Torres Strait Islander and Aboriginal people living in the Torres Strait Region through development planning, coordination, sustainable resource management, and preservation and promotion of Indigenous culture",Program 1.1: Torres Strait Regional Development,Departmental Expenses,Revenue from Government,Ordinary annual services (Appropriation Bill No. 1),35919,36056,35883,35965,36194,2017-18 PBS - TSRA tables.xlsx,Table 2.1.2 CE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Prime Minister and Cabinet Porfolio,Torres Strait Regional Authority,"Outcome 1: Progress towards Closing the Gap for Torres Strait Islander and Aboriginal people living in the Torres Strait Region through development planning, coordination, sustainable resource management, and preservation and promotion of Indigenous culture",Program 1.1: Torres Strait Regional Development,Departmental Expenses,Revenues from other independent sources,,11688,11830,11480,11031,11031,2017-18 PBS - TSRA tables.xlsx,Table 2.1.2 CE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Australian Institute of Family Studies,"Outcome 1: Increased understanding of factors affecting how families function by conducting research and communicating findings to policy makers, service providers, and the broader community.",Program 1.1: (Australian Institute of Family Studies),Departmental Expenses,Departmental appropriation,,4458,4683,4408,4452,4473,2017-18 Social Services PBS financial tables (DSS).xlsx,AIFS Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Australian Institute of Family Studies,"Outcome 1: Increased understanding of factors affecting how families function by conducting research and communicating findings to policy makers, service providers, and the broader community.",Program 1.1: (Australian Institute of Family Studies),Departmental Expenses,s74 retained revenue receipts,,7644,7508,8093,7950,8549,2017-18 Social Services PBS financial tables (DSS).xlsx,AIFS Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Australian Institute of Family Studies,"Outcome 1: Increased understanding of factors affecting how families function by conducting research and communicating findings to policy makers, service providers, and the broader community.",Program 1.1: (Australian Institute of Family Studies),Departmental Expenses,Expenses not requiring appropriation in the budget year,,341,534,332,370,403,2017-18 Social Services PBS financial tables (DSS).xlsx,AIFS Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Human Services,"Outcome 1: Support individuals, families and communities to achieve greater self sufficiency; through the delivery of policy advice and high quality accessible social, health and child support services and other payments; and support providers and businesses through convenient and efficient service delivery.",Program 1.1: Services to the Community - Social Security and Welfare,Administered Expenses,Expenses not requiring appropriation in the budget year,,273,273,273,273,273,2017-18_DHS_Budget_Data_Tables.xlsx,Table 2.1.1 Exp Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Human Services,"Outcome 1: Support individuals, families and communities to achieve greater self sufficiency; through the delivery of policy advice and high quality accessible social, health and child support services and other payments; and support providers and businesses through convenient and efficient service delivery.",Program 1.1: Services to the Community - Social Security and Welfare,Departmental Expenses,Departmental appropriation,,3398745,3592518,3126576,2964984,2811561,2017-18_DHS_Budget_Data_Tables.xlsx,Table 2.1.1 Exp Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Human Services,"Outcome 1: Support individuals, families and communities to achieve greater self sufficiency; through the delivery of policy advice and high quality accessible social, health and child support services and other payments; and support providers and businesses through convenient and efficient service delivery.",Program 1.1: Services to the Community - Social Security and Welfare,Departmental Expenses,s74 retained revenue receipts,,152631,150712,165337,154431,132705,2017-18_DHS_Budget_Data_Tables.xlsx,Table 2.1.1 Exp Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Human Services,"Outcome 1: Support individuals, families and communities to achieve greater self sufficiency; through the delivery of policy advice and high quality accessible social, health and child support services and other payments; and support providers and businesses through convenient and efficient service delivery.",Program 1.1: Services to the Community - Social Security and Welfare,Departmental Expenses,Expenses not requiring appropriation in the budget year,,180290,206001,234913,236302,245792,2017-18_DHS_Budget_Data_Tables.xlsx,Table 2.1.1 Exp Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Human Services,"Outcome 1: Support individuals, families and communities to achieve greater self sufficiency; through the delivery of policy advice and high quality accessible social, health and child support services and other payments; and support providers and businesses through convenient and efficient service delivery.",Program 1.2: Services to the Community - Health,Departmental Expenses,Departmental appropriation,,478574,478750,457872,469075,482222,2017-18_DHS_Budget_Data_Tables.xlsx,Table 2.1.1 Exp Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Human Services,"Outcome 1: Support individuals, families and communities to achieve greater self sufficiency; through the delivery of policy advice and high quality accessible social, health and child support services and other payments; and support providers and businesses through convenient and efficient service delivery.",Program 1.2: Services to the Community - Health,Departmental Expenses,s74 retained revenue receipts,,65677,62927,8876,484,90,2017-18_DHS_Budget_Data_Tables.xlsx,Table 2.1.1 Exp Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Human Services,"Outcome 1: Support individuals, families and communities to achieve greater self sufficiency; through the delivery of policy advice and high quality accessible social, health and child support services and other payments; and support providers and businesses through convenient and efficient service delivery.",Program 1.2: Services to the Community - Health,Departmental Expenses,Expenses not requiring appropriation in the budget year,,33287,41476,45607,45460,47308,2017-18_DHS_Budget_Data_Tables.xlsx,Table 2.1.1 Exp Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Human Services,"Outcome 1: Support individuals, families and communities to achieve greater self sufficiency; through the delivery of policy advice and high quality accessible social, health and child support services and other payments; and support providers and businesses through convenient and efficient service delivery.",Program 1.3: Child Support,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,1534,1566,1598,1631,1664,2017-18_DHS_Budget_Data_Tables.xlsx,Table 2.1.1 Exp Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Human Services,"Outcome 1: Support individuals, families and communities to achieve greater self sufficiency; through the delivery of policy advice and high quality accessible social, health and child support services and other payments; and support providers and businesses through convenient and efficient service delivery.",Program 1.3: Child Support,Administered Expenses,Child Support Act,s 77 - unremitted deductions,57122,58293,59497,60721,61969,2017-18_DHS_Budget_Data_Tables.xlsx,Table 2.1.1 Exp Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Human Services,"Outcome 1: Support individuals, families and communities to achieve greater self sufficiency; through the delivery of policy advice and high quality accessible social, health and child support services and other payments; and support providers and businesses through convenient and efficient service delivery.",Program 1.3: Child Support,Administered Expenses,Child Support Act,s 78 - unexplained remittances,50,50,50,50,50,2017-18_DHS_Budget_Data_Tables.xlsx,Table 2.1.1 Exp Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Human Services,"Outcome 1: Support individuals, families and communities to achieve greater self sufficiency; through the delivery of policy advice and high quality accessible social, health and child support services and other payments; and support providers and businesses through convenient and efficient service delivery.",Program 1.3: Child Support,Administered Expenses,Special account,Child Support special account,1406015,1416480,1445470,1474986,1505026,2017-18_DHS_Budget_Data_Tables.xlsx,Table 2.1.1 Exp Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Human Services,"Outcome 1: Support individuals, families and communities to achieve greater self sufficiency; through the delivery of policy advice and high quality accessible social, health and child support services and other payments; and support providers and businesses through convenient and efficient service delivery.",Program 1.3: Child Support,Administered Expenses,Expenses not requiring appropriation in the budget year,,72405,96568,82245,82932,83633,2017-18_DHS_Budget_Data_Tables.xlsx,Table 2.1.1 Exp Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Human Services,"Outcome 1: Support individuals, families and communities to achieve greater self sufficiency; through the delivery of policy advice and high quality accessible social, health and child support services and other payments; and support providers and businesses through convenient and efficient service delivery.",Program 1.3: Child Support,Departmental Expenses,Departmental appropriation,,423199,427515,418152,418567,420463,2017-18_DHS_Budget_Data_Tables.xlsx,Table 2.1.1 Exp Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Human Services,"Outcome 1: Support individuals, families and communities to achieve greater self sufficiency; through the delivery of policy advice and high quality accessible social, health and child support services and other payments; and support providers and businesses through convenient and efficient service delivery.",Program 1.3: Child Support,Departmental Expenses,s74 retained revenue receipts,,2804,2804,2804,2804,2804,2017-18_DHS_Budget_Data_Tables.xlsx,Table 2.1.1 Exp Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Human Services,"Outcome 1: Support individuals, families and communities to achieve greater self sufficiency; through the delivery of policy advice and high quality accessible social, health and child support services and other payments; and support providers and businesses through convenient and efficient service delivery.",Program 1.3: Child Support,Departmental Expenses,Expenses not requiring appropriation in the budget year,,26318,24811,25908,25363,26042,2017-18_DHS_Budget_Data_Tables.xlsx,Table 2.1.1 Exp Outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.1. Family Tax Benefit,Administered Expenses,Special appropriations,1.1.1 - Component 1 (Family Tax Benefit Part A) - A New Tax System (Family Assistance) (Administration) Act 1999,14357018,14846576,14478463,14562030,14554151,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
